0	0	0	0	0	0	0	0	0	0	0	
0	2	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	1	0	1	
0	0	0	0	0	0	0	0	1	0	5	
0	0	0	0	0	0	2	1	0	8	7	
0	0	0	0	0	1	0	20	1	6	152	
ath-MIR156a-3p*	208	0
0	0	0	1	0	0	0	0	0	0	0	
0	0	1	1	0	1	0	0	0	0	1	
0	0	0	0	1	1	0	0	0	0	4	
0	0	0	6	0	0	2	1	1	3	4	
0	0	0	0	2	2	2	0	1	2	21	
0	0	0	3	0	13	4	1	9	8	53	
0	0	0	0	0	2	7	0	11	1	83	
0	0	0	0	0	4	4	9	5	2	189	
0	0	0	0	0	1	2	1	18	2	117	
0	0	0	1	3	0	0	23	8	246	334	
0	0	3	2	13	34	2	4	192	47	1540	
ath-MIR156a-5p	3059	0
2	0	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	2	
0	1	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	1	0	0	0	0	0	
0	0	0	0	0	1	0	0	0	0	1	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	1	0	0	1	0	1	
0	0	0	0	0	0	5	0	5	13	2	
0	0	0	0	0	0	0	24	0	74	115	
ath-MIR156b-3p*	250	0
0	0	0	1	0	0	0	0	0	0	0	
0	0	1	1	0	1	0	0	0	0	1	
0	0	0	0	1	1	0	0	0	0	4	
0	0	0	6	0	0	2	1	1	3	4	
0	0	0	0	2	2	2	0	1	2	23	
0	0	0	3	0	13	4	1	9	8	53	
0	0	0	0	0	2	7	0	11	1	84	
0	0	0	0	0	4	4	9	5	2	192	
0	0	0	0	0	1	2	1	18	2	121	
0	0	0	1	3	0	0	23	8	246	334	
0	0	3	2	13	34	2	4	192	47	1540	
ath-MIR156b-5p	3069	0
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	1	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	1	
0	0	0	0	0	0	0	0	1	0	0	
0	0	0	0	0	0	2	0	1	4	0	
0	0	0	0	0	1	0	5	0	1	39	
ath-MIR156c-3p*	56	0
0	0	0	1	0	0	0	0	0	0	0	
0	0	1	1	0	1	0	0	0	0	1	
0	0	0	0	1	1	0	0	0	0	4	
0	0	0	6	0	0	2	1	1	3	4	
0	0	0	0	2	2	2	0	1	2	21	
0	0	0	3	0	13	4	1	9	8	53	
0	0	0	0	0	2	7	0	11	1	83	
0	0	0	0	0	4	4	9	5	2	189	
0	0	0	0	0	1	2	1	18	2	117	
0	0	0	1	3	0	0	23	8	246	334	
0	0	3	2	13	34	2	4	192	47	1540	
ath-MIR156c-5p	3059	0
0	3	3	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	3	0	0	0	0	0	0	0	
0	0	1	0	1	0	0	0	0	0	0	
0	0	0	0	0	1	0	0	0	0	0	
0	0	0	1	0	0	4	0	0	0	0	
0	0	0	0	0	0	0	3	0	0	0	
1	0	0	0	0	0	0	0	2	0	0	
0	0	0	0	0	0	1	2	2	1	6	
0	0	0	0	0	0	3	26	2	0	766	
0	0	0	1	1	1	0	14	63	6	34	
ath-MIR156d-3p*	952	0
0	0	0	1	0	0	0	0	0	0	0	
0	0	1	1	0	1	0	0	0	0	1	
0	0	0	0	1	1	0	0	0	0	4	
0	0	0	6	0	0	2	1	1	3	4	
0	0	0	0	2	2	2	0	1	2	21	
0	0	0	3	0	13	4	1	9	8	53	
0	0	0	0	0	2	7	0	11	1	83	
0	0	0	0	0	4	4	9	5	2	189	
0	0	0	0	0	1	2	1	18	2	117	
0	0	0	1	3	0	0	23	8	246	334	
0	0	3	2	13	34	2	4	192	47	1540	
ath-MIR156d-5p	3059	0
0	0	0	1	0	0	0	0	0	0	0	
0	0	1	1	0	1	0	0	0	0	1	
0	0	0	0	1	1	0	0	0	0	4	
0	0	0	6	0	0	2	1	1	3	4	
0	0	0	0	2	2	2	0	1	2	21	
0	0	0	3	0	13	4	1	9	8	53	
0	0	0	0	0	2	7	0	11	1	83	
0	0	0	0	0	4	4	9	5	2	189	
0	0	0	0	0	1	2	1	18	2	117	
0	0	0	1	3	0	0	23	8	246	334	
0	0	3	2	13	34	2	4	192	47	1540	
ath-MIR156e	3059	0
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	1	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
