0	0	0	0	0	0	0	0	0	0	0	
0	2	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	5	0	0	0	0	0	0	0	
0	0	0	0	1	0	0	0	0	0	0	
0	0	0	0	0	2	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	2	0	0	0	
0	0	0	0	0	0	3	0	28	0	1	
0	0	0	0	0	0	0	0	3	19	1	
0	0	0	0	0	1	0	39	0	2	334	
ath-MIR156a-3p*	443	0
0	0	0	2	0	0	0	0	0	0	0	
0	0	1	0	0	0	0	0	0	0	0	
0	0	2	4	0	0	0	0	0	0	0	
0	0	0	1	1	0	0	0	0	0	0	
0	0	0	0	0	2	0	0	0	0	0	
0	0	0	0	0	8	0	0	0	0	3	
0	0	0	0	0	0	2	0	0	0	2	
0	0	0	0	0	0	0	3	1	0	8	
0	0	0	2	0	0	8	7	1	3	21	
0	0	1	3	3	0	2	33	1	82	406	
0	0	4	11	47	57	17	8	279	55	862	
ath-MIR156a-5p	1953	0
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	2	0	0	0	0	0	0	0	0	0	
0	0	0	1	0	0	0	0	0	0	0	
0	0	0	0	1	0	0	0	0	0	0	
0	0	0	0	0	1	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	1	0	0	0	0	0	
0	0	0	0	0	0	4	0	0	14	1	
0	0	0	0	0	0	0	27	0	13	193	
ath-MIR156b-3p*	258	0
0	0	0	2	0	0	0	0	0	0	0	
0	0	1	0	0	0	0	0	0	0	0	
0	0	2	4	0	0	0	0	0	0	0	
0	0	0	1	1	0	0	0	0	0	0	
0	0	0	0	0	2	0	0	0	0	0	
0	0	0	0	0	8	0	0	0	0	3	
0	0	0	0	0	0	2	0	0	0	2	
0	0	0	0	0	0	0	3	1	0	7	
0	0	0	2	0	0	8	7	1	3	21	
0	0	1	3	3	0	2	33	1	82	406	
0	0	4	11	47	57	17	8	279	55	862	
ath-MIR156b-5p	1952	0
0	0	0	0	0	0	0	0	0	0	0	
0	1	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	2	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	1	0	0	0	
0	0	0	0	0	0	0	0	64	0	0	
0	0	0	0	0	0	1	0	0	13	1	
0	0	0	14	0	0	0	13	0	0	45	
ath-MIR156c-3p*	155	0
0	0	0	2	0	0	0	0	0	0	0	
0	0	1	0	0	0	0	0	0	0	0	
0	0	2	4	0	0	0	0	0	0	0	
0	0	0	1	1	0	0	0	0	0	0	
0	0	0	0	0	2	0	0	0	0	0	
0	0	0	0	0	8	0	0	0	0	3	
0	0	0	0	0	0	2	0	0	0	2	
0	0	0	0	0	0	0	3	1	0	8	
0	0	0	2	0	0	8	7	1	3	21	
0	0	1	3	3	0	2	33	1	82	406	
0	0	4	11	47	57	17	8	279	55	862	
ath-MIR156c-5p	1953	0
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	2	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	5	0	0	
0	1	0	0	0	0	0	10	0	0	2	
0	1	1	1	1	2	0	0	1	0	7	
ath-MIR156d-3p*	34	0
0	0	0	2	0	0	0	0	0	0	0	
0	0	1	0	0	0	0	0	0	0	0	
0	0	2	4	0	0	0	0	0	0	0	
0	0	0	1	1	0	0	0	0	0	0	
0	0	0	0	0	2	0	0	0	0	0	
0	0	0	0	0	8	0	0	0	0	3	
0	0	0	0	0	0	2	0	0	0	2	
0	0	0	0	0	0	0	3	1	0	8	
0	0	0	2	0	0	8	7	1	3	21	
0	0	1	3	3	0	2	33	1	82	406	
0	0	4	11	47	57	17	8	279	55	862	
ath-MIR156d-5p	1953	0
0	0	0	2	0	0	0	0	0	0	0	
0	0	1	0	0	0	0	0	0	0	0	
0	0	2	4	0	0	0	0	0	0	0	
0	0	0	1	1	0	0	0	0	0	0	
0	0	0	0	0	2	0	0	0	0	0	
0	0	0	0	0	8	0	0	0	0	3	
0	0	0	0	0	0	2	0	0	0	24	
0	0	0	0	0	0	0	3	1	0	8	
0	0	0	2	0	0	8	7	1	3	21	
0	0	1	3	3	0	2	33	1	82	406	
0	0	4	11	47	57	17	8	279	55	862	
ath-MIR156e	1975	0
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
